1	0
1	0
1.001	0
1.001	0
1.002	0
1.002	0
1.003	0
1.003	0
1.004	0
1.004	0
1.005	0
1.005	0
1.006	0
1.006	0
1.007	0
1.007	0
1.008	0
1.008	0
1.009	0
1.009	0
1.01	0
1.01	0
1.011	0
1.011	0
1.012	0
1.012	0
1.013	0
1.013	0
1.014	0
1.014	0
1.015	0
1.015	0
1.016	0
1.016	0
1.017	0
1.017	0
1.018	0
1.018	0
1.019	0
1.019	0
1.02	0
1.02	0
1.021	0
1.021	0
1.022	0
1.022	0
1.023	0
1.023	0
1.024	0
1.024	0
1.025	0
1.025	0
1.026	0
1.026	0
1.027	0
1.027	0
1.028	0
1.028	0
1.029	0
1.029	0
1.03	0
1.03	0
1.031	0
1.031	0
1.032	0
1.032	0
1.033	0
1.033	0
1.034	0
1.034	0
1.035	0
1.035	0
1.036	0
1.036	0
1.037	0
1.037	0
1.038	0
1.038	0
1.039	0
1.039	0
1.04	0
1.04	0
1.041	0
1.041	0
1.042	0
1.042	0
1.043	0
1.043	0
1.044	0
1.044	0
1.045	0
1.045	0
1.046	0
1.046	0
1.047	0
1.047	0
1.048	0
1.048	0
1.049	0
1.049	0
1.05	0
1.05	0
1.051	0
1.051	0
1.052	0
1.052	0
1.053	0
1.053	0
1.054	0
1.054	0
1.055	0
1.055	0
1.056	0
1.056	0
1.057	0
1.057	0
1.058	0
1.058	0
1.059	0
1.059	0
1.06	0
1.06	0
1.061	0
1.061	0
1.062	0
1.062	0
1.063	0
1.063	0
1.064	0
1.064	0
1.065	0
1.065	0
1.066	0
1.066	0
1.067	0
1.067	0
1.068	0
1.068	0
1.069	0
1.069	0
1.07	0
1.07	0
1.071	0
1.071	0
1.072	0
1.072	0
1.073	0
1.073	0
1.074	0
1.074	0
1.075	0
1.075	0
1.076	0
1.076	0
1.077	0
1.077	0
1.078	0
1.078	0
1.079	0
1.079	0
1.08	0
1.08	0
1.081	0
1.081	0
1.082	0
1.082	0
1.083	0
1.083	0
1.084	0
1.084	0
1.085	0
1.085	0
1.086	0
1.086	0
1.087	0
1.087	0
1.088	0
1.088	0
1.089	0
1.089	0
1.09	0
1.09	0
1.091	0
1.091	0
1.092	0
1.092	0
1.093	0
1.093	0
1.094	0
1.094	0
1.095	0
1.095	0
1.096	0
1.096	0
1.097	0
1.097	0
1.098	0
1.098	0
1.099	0
1.099	0
1.1	0
1.1	0
1.101	0
1.101	0
1.102	0
1.102	0
1.103	0
1.103	0
1.104	0
1.104	0
1.105	0
1.105	0
1.106	0
1.106	0
1.10701	0
1.10701	0
1.10801	0
1.10801	0
1.10901	0
1.10901	0
1.11001	0
1.11001	0
1.11101	0
1.11101	0
1.11201	0
1.11201	0
1.11301	0
1.11301	0
1.11401	0
1.11401	0
1.11501	0
1.11501	0
1.11601	0
1.11601	0
1.11701	0
1.11701	0
1.11801	0
1.11801	0
1.11901	0
1.11901	0
1.12001	0
1.12001	0
1.12101	0
1.12101	0
1.12201	0
1.12201	0
1.12301	0
1.12301	0
1.12401	0
1.12401	0
1.12501	0
1.12501	0
1.12601	0
1.12601	0
1.12701	0
1.12701	0
1.12801	0
1.12801	0
1.12901	0
1.12901	0
1.13001	0
1.13001	0
1.13101	0
1.13101	0
1.13201	0
1.13201	0
1.13301	0
1.13301	0
1.13401	0
1.13401	0
1.13501	0
1.13501	0
1.13601	0
1.13601	0
1.13701	0
1.13701	0
1.13801	0
1.13801	0
1.13901	0
1.13901	0
1.14001	0
1.14001	0
1.14101	0
1.14101	0
1.14201	0
1.14201	0
1.14301	0
1.14301	0
1.14401	0
1.14401	0
1.14501	0
1.14501	0
1.14601	0
1.14601	0
1.14701	0
1.14701	0
1.14801	0
1.14801	0
1.14901	0
1.14901	0
1.15001	0
1.15001	0
1.15101	0
1.15101	0
1.15201	0
1.15201	0
1.15301	0
1.15301	0
1.15401	0
1.15401	0
1.15501	0
1.15501	0
1.15601	0
1.15601	0
1.15701	0
